,examples,label,bin
144,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a spokesman. Answer: B",nouns,1
145,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a spokesman. Answer: B",nouns,1
146,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a pa. Answer: B",nouns,1
147,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a pa. Answer: B",nouns,1
148,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a beau. Answer: B",nouns,1
149,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a beau. Answer: B",nouns,1
150,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a stud. Answer: B",nouns,1
151,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a stud. Answer: B",nouns,1
152,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a bachelor. Answer: B",nouns,1
153,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a bachelor. Answer: B",nouns,1
154,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a wizard. Answer: B",nouns,1
155,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a wizard. Answer: B",nouns,1
156,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a sir. Answer: B",nouns,1
157,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a sir. Answer: B",nouns,1
158,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a nephew. Answer: B",nouns,1
159,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a nephew. Answer: B",nouns,1
160,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a bull. Answer: B",nouns,1
161,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a bull. Answer: B",nouns,1
162,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a beau. Answer: B",nouns,1
163,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a beau. Answer: B",nouns,1
164,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a councilman. Answer: B",nouns,1
165,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a councilman. Answer: B",nouns,1
166,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a landlord. Answer: B",nouns,1
167,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a landlord. Answer: B",nouns,1
168,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a grandson. Answer: B",nouns,1
169,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a grandson. Answer: B",nouns,1
170,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a fiance. Answer: B",nouns,1
171,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a fiance. Answer: B",nouns,1
172,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a stepfather. Answer: B",nouns,1
173,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a stepfather. Answer: B",nouns,1
174,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a horseman. Answer: B",nouns,1
175,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a horseman. Answer: B",nouns,1
176,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a grandfather. Answer: B",nouns,1
177,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a grandfather. Answer: B",nouns,1
178,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a schoolboy. Answer: B",nouns,1
179,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a schoolboy. Answer: B",nouns,1
180,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a rooster. Answer: B",nouns,1
181,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a rooster. Answer: B",nouns,1
182,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a grandson. Answer: B",nouns,1
183,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a grandson. Answer: B",nouns,1
184,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a bachelor. Answer: B",nouns,1
185,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a bachelor. Answer: B",nouns,1
186,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a cameraman. Answer: B",nouns,1
187,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a cameraman. Answer: B",nouns,1
188,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a dad. Answer: B",nouns,1
189,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a dad. Answer: B",nouns,1
190,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a master. Answer: B",nouns,1
191,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 She is alive. Answer: A 
 He is alive. Answer: B 
 I am a master. Answer: B",nouns,1
192,"<|endoftext|>The task is to predict the gender of the character in the following sentences. Answer only using A for 'female' or B for 'male'. 
 He is alive. Answer: B 
 She is alive. Answer: A 
 I am a lad. Answer: B",nouns,1
